#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F),SIG
#NUCLEUS    U-235
#MF         3
#MT         18
#E,eV        Sig,b        Interpolation
 1919.98     3.38543      Lin-Lin
 1920.04     3.22316      Lin-Lin
 1920.1      3.05301      Lin-Lin
 1920.15     2.92989      Lin-Lin
 1920.22     2.80332      Lin-Lin
 1920.29     2.68009      Lin-Lin
 1920.36     2.58394      Lin-Lin
 1920.43     2.49318      Lin-Lin
 1920.5      2.42865      Lin-Lin
 1920.58     2.37183      Lin-Lin
 1920.65     2.33341      Lin-Lin
 1920.72     2.30274      Lin-Lin
 1920.79     2.28853      Lin-Lin
 1920.83     2.28592      Lin-Lin
 1920.9      2.29073      Lin-Lin
 1920.95     2.3056       Lin-Lin
 1921.01     2.33169      Lin-Lin
 1921.06     2.37158      Lin-Lin
 1921.12     2.4295       Lin-Lin
 1921.17     2.49234      Lin-Lin
 1921.23     2.57239      Lin-Lin
 1921.27     2.66397      Lin-Lin
 1921.32     2.77218      Lin-Lin
 1921.37     2.9032       Lin-Lin
 1921.41     3.02162      Lin-Lin
 1921.45     3.14754      Lin-Lin
 1921.49     3.30109      Lin-Lin
 1921.54     3.47246      Lin-Lin
 1921.58     3.66249      Lin-Lin
 1921.62     3.86093      Lin-Lin
 1921.68     4.16988      Lin-Lin
 1921.74     4.50977      Lin-Lin
 1921.81     4.94325      Lin-Lin
 1921.87     5.3494       Lin-Lin
 1921.95     5.95876      Lin-Lin
 1922.11     7.17244      Lin-Lin
 1922.24     8.16787      Lin-Lin
 1922.31     8.68975      Lin-Lin
 1922.38     9.1712       Lin-Lin
 1922.45     9.54926      Lin-Lin
 1922.51     9.84427      Lin-Lin
 1922.57     10.0693      Lin-Lin
 1922.63     10.2257      Lin-Lin
 1922.69     10.3424      Lin-Lin
 1922.74     10.3761      Lin-Lin
 1922.76     10.3763      Lin-Lin
 1922.82     10.3358      Lin-Lin
 1922.89     10.2187      Lin-Lin
 1922.95     10.0545      Lin-Lin
 1923.02     9.79274      Lin-Lin
 1923.1      9.43503      Lin-Lin
 1923.21     8.82637      Lin-Lin
 1923.36     8.01695      Lin-Lin
 1923.44     7.61905      Lin-Lin
 1923.52     7.32405      Lin-Lin
 1923.57     7.16652      Lin-Lin
 1923.62     7.03998      Lin-Lin
 1923.67     6.96269      Lin-Lin
 1923.71     6.92267      Lin-Lin
 1923.73     6.91757      Lin-Lin
 1923.79     6.93779      Lin-Lin
 1923.83     6.99303      Lin-Lin
 1923.88     7.08797      Lin-Lin
 1923.93     7.22675      Lin-Lin
 1923.97     7.39945      Lin-Lin
 1924.05     7.71205      Lin-Lin
 1924.12     8.12693      Lin-Lin
 1924.26     8.91198      Lin-Lin
 1924.39     9.67737      Lin-Lin
 1924.46     10.0858      Lin-Lin
 1924.53     10.3999      Lin-Lin
 1924.59     10.6193      Lin-Lin
 1924.66     10.8109      Lin-Lin
 1924.71     10.8896      Lin-Lin
 1924.77     10.9346      Lin-Lin
 1924.78     10.9351      Lin-Lin
 1924.84     10.8962      Lin-Lin
 1924.89     10.8094      Lin-Lin
 1924.95     10.6319      Lin-Lin
 1925.02     10.3704      Lin-Lin
 1925.08     10.0986      Lin-Lin
 1925.14     9.71636      Lin-Lin
 1925.22     9.2268       Lin-Lin
 1925.33     8.43651      Lin-Lin
 1925.53     6.93415      Lin-Lin
 1925.61     6.34786      Lin-Lin
 1925.67     5.95798      Lin-Lin
 1925.74     5.56205      Lin-Lin
 1925.78     5.31028      Lin-Lin
 1925.83     5.08037      Lin-Lin
 1925.88     4.87282      Lin-Lin
 1925.92     4.69198      Lin-Lin
 1925.97     4.53209      Lin-Lin
 1926.02     4.3662       Lin-Lin
 1926.07     4.25133      Lin-Lin
 1926.12     4.13348      Lin-Lin
 1926.19     4.01514      Lin-Lin
 1926.25     3.93569      Lin-Lin
 1926.33     3.85652      Lin-Lin
 1926.46     3.76156      Lin-Lin
 1926.62     3.64947      Lin-Lin
 1926.72     3.55412      Lin-Lin
 1926.8      3.45967      Lin-Lin
 1926.9      3.31926      Lin-Lin
 1926.99     3.16226      Lin-Lin
 1927.16     2.85653      Lin-Lin
 1927.29     2.60413      Lin-Lin
 1927.36     2.47799      Lin-Lin
 1927.42     2.39003      Lin-Lin
 1927.48     2.30232      Lin-Lin
 1927.55     2.2295       Lin-Lin
 1927.61     2.17331      Lin-Lin
 1927.67     2.13635      Lin-Lin
 1927.73     2.11708      Lin-Lin
 1927.77     2.11316      Lin-Lin
 1927.82     2.11923      Lin-Lin
 1927.87     2.13569      Lin-Lin
 1927.91     2.16164      Lin-Lin
 1927.97     2.21048      Lin-Lin
 1928.02     2.26215      Lin-Lin
 1928.08     2.33471      Lin-Lin
 1928.14     2.44069      Lin-Lin
 1928.21     2.56837      Lin-Lin
 1928.28     2.72088      Lin-Lin
 1928.36     2.89653      Lin-Lin
 1928.43     3.09386      Lin-Lin
 1928.53     3.3675       Lin-Lin
 1928.65     3.72967      Lin-Lin
 1928.83     4.33584      Lin-Lin
 1929.04     5.04436      Lin-Lin
 1929.15     5.40074      Lin-Lin
 1929.29     5.78648      Lin-Lin
 1929.43     6.15661      Lin-Lin
 1929.77     6.93423      Lin-Lin
 1929.93     7.35087      Lin-Lin
 1930.07     7.77404      Lin-Lin
 1930.33     8.55314      Lin-Lin
 1930.42     8.79567      Lin-Lin
 1930.5      8.96739      Lin-Lin
 1930.59     9.09592      Lin-Lin
 1930.67     9.14267      Lin-Lin
 1930.75     9.11788      Lin-Lin
 1930.81     9.04858      Lin-Lin
 1930.87     8.93311      Lin-Lin
 1930.95     8.70943      Lin-Lin
 1931.01     8.50124      Lin-Lin
 1931.08     8.19697      Lin-Lin
 1931.17     7.7549       Lin-Lin
 1931.28     7.12598      Lin-Lin
 1931.43     6.26622      Lin-Lin
 1931.52     5.80449      Lin-Lin
 1931.57     5.52691      Lin-Lin
 1931.63     5.2757       Lin-Lin
 1931.69     5.05618      Lin-Lin
 1931.74     4.87316      Lin-Lin
 1931.79     4.76023      Lin-Lin
 1931.83     4.6728       Lin-Lin
 1931.87     4.61226      Lin-Lin
 1931.91     4.57975      Lin-Lin
 1931.94     4.5741       Lin-Lin
 1931.98     4.58417      Lin-Lin
 1932.01     4.61476      Lin-Lin
 1932.06     4.68165      Lin-Lin
 1932.1      4.78218      Lin-Lin
 1932.14     4.90991      Lin-Lin
 1932.19     5.08874      Lin-Lin
 1932.24     5.30781      Lin-Lin
 1932.29     5.56044      Lin-Lin
 1932.34     5.83716      Lin-Lin
 1932.39     6.18577      Lin-Lin
 1932.46     6.67261      Lin-Lin
 1932.55     7.37897      Lin-Lin
 1932.8      9.51199      Lin-Lin
 1932.89     10.2119      Lin-Lin
 1932.97     10.6995      Lin-Lin
 1933.04     11.1134      Lin-Lin
 1933.09     11.3863      Lin-Lin
 1933.16     11.6323      Lin-Lin
 1933.21     11.786       Lin-Lin
 1933.28     11.8772      Lin-Lin
 1933.31     11.887       Lin-Lin
 1933.38     11.848       Lin-Lin
 1933.43     11.7479      Lin-Lin
 1933.5      11.5491      Lin-Lin
 1933.56     11.3132      Lin-Lin
 1933.63     10.9386      Lin-Lin
 1933.7      10.5173      Lin-Lin
 1933.79     9.9223       Lin-Lin
 1934.04     8.20666      Lin-Lin
 1934.13     7.60757      Lin-Lin
 1934.21     7.17561      Lin-Lin
 1934.27     6.87038      Lin-Lin
 1934.32     6.61319      Lin-Lin
 1934.38     6.38223      Lin-Lin
 1934.45     6.15669      Lin-Lin
 1934.51     5.9876       Lin-Lin
 1934.58     5.86169      Lin-Lin
 1934.65     5.75866      Lin-Lin
 1934.72     5.69333      Lin-Lin
 1934.82     5.65109      Lin-Lin
 1934.91     5.6427       Lin-Lin
 1935.07     5.64869      Lin-Lin
 1935.2      5.62925      Lin-Lin
 1935.3      5.58147      Lin-Lin
 1935.41     5.49699      Lin-Lin
 1935.52     5.3654       Lin-Lin
 1935.63     5.19988      Lin-Lin
 1935.9      4.78489      Lin-Lin
 1936.01     4.64262      Lin-Lin
 1936.1      4.55972      Lin-Lin
 1936.19     4.50245      Lin-Lin
 1936.27     4.4854       Lin-Lin
 1936.32     4.49295      Lin-Lin
 1936.38     4.5207       Lin-Lin
 1936.44     4.5725       Lin-Lin
 1936.51     4.66312      Lin-Lin
 1936.57     4.78433      Lin-Lin
 1936.64     4.92707      Lin-Lin
 1936.7      5.10591      Lin-Lin
 1936.76     5.31048      Lin-Lin
 1936.81     5.51163      Lin-Lin
 1936.87     5.81259      Lin-Lin
 1936.92     6.06632      Lin-Lin
 1936.97     6.36963      Lin-Lin
 1937.02     6.72325      Lin-Lin
 1937.08     7.10989      Lin-Lin
 1937.14     7.60487      Lin-Lin
 1937.21     8.13886      Lin-Lin
 1937.3      8.94845      Lin-Lin
 1937.55     11.3159      Lin-Lin
 1937.64     12.0875      Lin-Lin
 1937.72     12.6574      Lin-Lin
 1937.78     13.0749      Lin-Lin
 1937.85     13.4334      Lin-Lin
 1937.91     13.6498      Lin-Lin
 1937.97     13.8087      Lin-Lin
 1938.02     13.8596      Lin-Lin
 1938.04     13.8648      Lin-Lin
 1938.1      13.8204      Lin-Lin
 1938.15     13.724       Lin-Lin
 1938.2      13.5554      Lin-Lin
 1938.25     13.3234      Lin-Lin
 1938.3      13.0062      Lin-Lin
 1938.37     12.5315      Lin-Lin
 1938.41     12.2291      Lin-Lin
 1938.5      11.4648      Lin-Lin
 1938.61     10.3825      Lin-Lin
 1938.74     9.18431      Lin-Lin
 1938.8      8.55395      Lin-Lin
 1938.86     8.08628      Lin-Lin
 1938.91     7.65597      Lin-Lin
 1938.96     7.27084      Lin-Lin
 1939.02     6.94559      Lin-Lin
 1939.06     6.74251      Lin-Lin
 1939.09     6.57103      Lin-Lin
 1939.13     6.43268      Lin-Lin
 1939.17     6.32897      Lin-Lin
 1939.21     6.25689      Lin-Lin
 1939.26     6.22795      Lin-Lin
 1939.3      6.25261      Lin-Lin
 1939.35     6.33142      Lin-Lin
 1939.39     6.46438      Lin-Lin
 1939.44     6.65095      Lin-Lin
 1939.48     6.84448      Lin-Lin
 1939.52     7.1205       Lin-Lin
 1939.57     7.44416      Lin-Lin
 1939.61     7.81285      Lin-Lin
 1939.66     8.23098      Lin-Lin
 1939.7      8.69697      Lin-Lin
 1939.75     9.23245      Lin-Lin
 1939.82     9.97273      Lin-Lin
 1939.92     11.234       Lin-Lin
 1940.08     13.3588      Lin-Lin
 1940.18     14.5716      Lin-Lin
 1940.25     15.382       Lin-Lin
 1940.32     16.0405      Lin-Lin
 1940.39     16.5942      Lin-Lin
 1940.45     16.9961      Lin-Lin
 1940.51     17.2655      Lin-Lin
 1940.57     17.4397      Lin-Lin
 1940.63     17.5131      Lin-Lin
 1940.63     17.5136      Lin-Lin
 1940.68     17.4728      Lin-Lin
 1940.73     17.3733      Lin-Lin
 1940.8      17.1057      Lin-Lin
 1940.86     16.7086      Lin-Lin
 1940.93     16.195       Lin-Lin
 1941        15.5162      Lin-Lin
 1941.09     14.6648      Lin-Lin
 1941.19     13.4271      Lin-Lin
 1941.4      10.8896      Lin-Lin
 1941.5      9.72471      Lin-Lin
 1941.57     8.97611      Lin-Lin
 1941.64     8.28256      Lin-Lin
 1941.69     7.85366      Lin-Lin
 1941.74     7.34521      Lin-Lin
 1941.8      6.88425      Lin-Lin
 1941.85     6.52421      Lin-Lin
 1941.9      6.20667      Lin-Lin
 1941.96     5.91088      Lin-Lin
 1942.02     5.59977      Lin-Lin
 1942.08     5.33354      Lin-Lin
 1942.12     5.14877      Lin-Lin
 1942.18     4.96333      Lin-Lin
 1942.23     4.80108      Lin-Lin
 1942.29     4.66073      Lin-Lin
 1942.36     4.53421      Lin-Lin
 1942.42     4.45245      Lin-Lin
 1942.47     4.39713      Lin-Lin
 1942.54     4.36108      Lin-Lin
 1942.58     4.35448      Lin-Lin
 1942.65     4.36943      Lin-Lin
 1942.71     4.40881      Lin-Lin
 1942.77     4.47221      Lin-Lin
 1942.82     4.5491       Lin-Lin
 1942.89     4.67124      Lin-Lin
 1942.95     4.81059      Lin-Lin
 1943.04     5.04142      Lin-Lin
 1943.16     5.39321      Lin-Lin
 1943.38     6.03771      Lin-Lin
 1943.48     6.30433      Lin-Lin
 1943.54     6.45387      Lin-Lin
 1943.62     6.59109      Lin-Lin
 1943.69     6.68078      Lin-Lin
 1943.77     6.7359       Lin-Lin
 1943.83     6.74515      Lin-Lin
 1943.9      6.7242       Lin-Lin
 1943.99     6.65431      Lin-Lin
 1944.09     6.53312      Lin-Lin
 1944.38     6.07349      Lin-Lin
 1944.5      5.91377      Lin-Lin
 1944.6      5.81293      Lin-Lin
 1944.66     5.76878      Lin-Lin
 1944.8      5.7097       Lin-Lin
 1945.04     5.64338      Lin-Lin
 1945.14     5.58286      Lin-Lin
 1945.23     5.49498      Lin-Lin
 1945.32     5.37924      Lin-Lin
 1945.39     5.2503       Lin-Lin
 1945.47     5.0963       Lin-Lin
 1945.57     4.84573      Lin-Lin
 1945.67     4.56951      Lin-Lin
 1945.87     3.98937      Lin-Lin
 1945.98     3.71558      Lin-Lin
 1946.07     3.52345      Lin-Lin
 1946.13     3.41347      Lin-Lin
 1946.18     3.31948      Lin-Lin
 1946.25     3.22906      Lin-Lin
 1946.32     3.16265      Lin-Lin
 1946.38     3.12369      Lin-Lin
 1946.44     3.1019       Lin-Lin
 1946.49     3.09598      Lin-Lin
 1946.56     3.10376      Lin-Lin
 1946.64     3.13384      Lin-Lin
 1946.73     3.19552      Lin-Lin
 1946.85     3.29641      Lin-Lin
 1946.99     3.45059      Lin-Lin
 1947.33     3.87074      Lin-Lin
 1947.49     4.0386       Lin-Lin
 1947.58     4.12519      Lin-Lin
 1947.68     4.19354      Lin-Lin
 1947.78     4.22923      Lin-Lin
 1947.85     4.2374       Lin-Lin
 1947.93     4.22393      Lin-Lin
 1948.02     4.18546      Lin-Lin
 1948.1      4.12895      Lin-Lin
 1948.21     4.02309      Lin-Lin
 1948.35     3.84362      Lin-Lin
 1948.61     3.4987       Lin-Lin
 1948.73     3.35676      Lin-Lin
 1948.83     3.25673      Lin-Lin
 1948.94     3.1745       Lin-Lin
 1949.02     3.1255       Lin-Lin
 1949.12     3.08408      Lin-Lin
 1949.23     3.06428      Lin-Lin
 1949.26     3.06321      Lin-Lin
 1949.35     3.07214      Lin-Lin
 1949.44     3.10109      Lin-Lin
 1949.54     3.15342      Lin-Lin
 1949.63     3.22859      Lin-Lin
 1949.7      3.30736      Lin-Lin
 1949.77     3.40339      Lin-Lin
 1949.86     3.53651      Lin-Lin
 1949.93     3.67257      Lin-Lin
 1950.02     3.86342      Lin-Lin
 1950.16     4.17688      Lin-Lin
 1950.4      4.73738      Lin-Lin
 1950.52     5.00034      Lin-Lin
 1950.63     5.20426      Lin-Lin
 1950.74     5.3682       Lin-Lin
 1950.86     5.49308      Lin-Lin
 1950.98     5.58462      Lin-Lin
 1951.09     5.63808      Lin-Lin
 1951.54     5.75858      Lin-Lin
 1951.71     5.84188      Lin-Lin
 1951.84     5.95081      Lin-Lin
 1951.96     6.08574      Lin-Lin
 1952.08     6.25781      Lin-Lin
 1952.16     6.41386      Lin-Lin
 1952.27     6.65393      Lin-Lin
 1952.41     6.98718      Lin-Lin
 1952.62     7.5691       Lin-Lin
 1952.74     7.86186      Lin-Lin
 1952.83     8.02767      Lin-Lin
 1952.92     8.14956      Lin-Lin
 1952.99     8.19462      Lin-Lin
 1953.02     8.20122      Lin-Lin
 1953.1      8.1725       Lin-Lin
 1953.17     8.09527      Lin-Lin
 1953.25     7.97203      Lin-Lin
 1953.33     7.76289      Lin-Lin
 1953.42     7.49555      Lin-Lin
 1953.51     7.18869      Lin-Lin
 1953.74     6.33025      Lin-Lin
 1953.83     6.02586      Lin-Lin
 1953.91     5.79222      Lin-Lin
 1953.99     5.59903      Lin-Lin
 1954.06     5.45789      Lin-Lin
 1954.14     5.35554      Lin-Lin
 1954.19     5.3078       Lin-Lin
 1954.26     5.26482      Lin-Lin
 1954.33     5.24839      Lin-Lin
 1954.45     5.26081      Lin-Lin
 1954.74     5.3554       Lin-Lin
 1954.83     5.36478      Lin-Lin
 1954.96     5.34829      Lin-Lin
 1955.11     5.2846       Lin-Lin
 1955.86     4.81749      Lin-Lin
 1956.02     4.68874      Lin-Lin
 1956.18     4.52736      Lin-Lin
 1956.45     4.22973      Lin-Lin
 1956.56     4.13354      Lin-Lin
 1956.66     4.07918      Lin-Lin
 1956.74     4.06011      Lin-Lin
 1956.75     4.05994      Lin-Lin
 1956.82     4.07135      Lin-Lin
 1956.89     4.10806      Lin-Lin
 1956.98     4.18289      Lin-Lin
 1957.05     4.27097      Lin-Lin
 1957.15     4.41628      Lin-Lin
 1957.4      4.81822      Lin-Lin
 1957.49     4.95161      Lin-Lin
 1957.57     5.04144      Lin-Lin
 1957.65     5.09378      Lin-Lin
 1957.72     5.11123      Lin-Lin
 1957.8      5.09366      Lin-Lin
 1957.86     5.05572      Lin-Lin
 1957.92     4.99838      Lin-Lin
 1958.02     4.87513      Lin-Lin
 1958.12     4.70658      Lin-Lin
 1958.33     4.30724      Lin-Lin
 1958.42     4.15959      Lin-Lin
 1958.49     4.07131      Lin-Lin
 1958.54     4.02311      Lin-Lin
 1958.6      3.98288      Lin-Lin
 1958.65     3.97254      Lin-Lin
 1958.7      3.98186      Lin-Lin
 1958.76     4.01445      Lin-Lin
 1958.81     4.0699       Lin-Lin
 1958.86     4.15162      Lin-Lin
 1958.92     4.26596      Lin-Lin
 1958.98     4.41166      Lin-Lin
 1959.04     4.58018      Lin-Lin
 1959.12     4.83289      Lin-Lin
 1959.21     5.18424      Lin-Lin
 1959.31     5.60421      Lin-Lin
 1959.49     6.34829      Lin-Lin
 1959.58     6.69972      Lin-Lin
 1959.66     6.97339      Lin-Lin
 1959.75     7.23372      Lin-Lin
 1959.82     7.41986      Lin-Lin
 1959.9      7.55511      Lin-Lin
 1959.98     7.64907      Lin-Lin
 1960.07     7.6856       Lin-Lin
 1960.08     7.68682      Lin-Lin
 1960.17     7.6609       Lin-Lin
 1960.29     7.56268      Lin-Lin
 1960.43     7.37971      Lin-Lin
 1960.73     6.92797      Lin-Lin
 1960.92     6.67707      Lin-Lin
 1961.31     6.24144      Lin-Lin
 1961.63     5.84145      Lin-Lin
 1961.73     5.73705      Lin-Lin
 1961.83     5.65889      Lin-Lin
 1961.93     5.62465      Lin-Lin
 1961.97     5.62235      Lin-Lin
 1962.06     5.64553      Lin-Lin
 1962.13     5.69398      Lin-Lin
 1962.21     5.77625      Lin-Lin
 1962.3      5.90794      Lin-Lin
 1962.44     6.14721      Lin-Lin
 1963.08     7.44567      Lin-Lin
 1963.24     7.80089      Lin-Lin
 1963.39     8.19967      Lin-Lin
 1963.73     9.19341      Lin-Lin
 1963.81     9.4187       Lin-Lin
 1963.91     9.6021       Lin-Lin
 1964        9.70163      Lin-Lin
 1964.06     9.72492      Lin-Lin
 1964.13     9.69716      Lin-Lin
 1964.19     9.62294      Lin-Lin
 1964.25     9.50649      Lin-Lin
 1964.32     9.29823      Lin-Lin
 1964.38     9.08303      Lin-Lin
 1964.46     8.75194      Lin-Lin
 1964.54     8.34843      Lin-Lin
 1964.65     7.76258      Lin-Lin
 1964.83     6.80465      Lin-Lin
 1964.88     6.50855      Lin-Lin
 1964.96     6.14911      Lin-Lin
 1965.02     5.91571      Lin-Lin
 1965.08     5.71925      Lin-Lin
 1965.13     5.56396      Lin-Lin
 1965.19     5.45311      Lin-Lin
 1965.23     5.40432      Lin-Lin
 1965.28     5.37422      Lin-Lin
 1965.3      5.37186      Lin-Lin
 1965.35     5.39007      Lin-Lin
 1965.41     5.45671      Lin-Lin
 1965.47     5.57045      Lin-Lin
 1965.52     5.72156      Lin-Lin
 1965.58     5.89371      Lin-Lin
 1965.63     6.10109      Lin-Lin
 1965.68     6.33546      Lin-Lin
 1965.75     6.67091      Lin-Lin
 1965.85     7.20707      Lin-Lin
 1966.03     8.21953      Lin-Lin
 1966.49     10.9711      Lin-Lin
 1966.59     11.5509      Lin-Lin
 1966.68     12.1901      Lin-Lin
 1966.76     12.7985      Lin-Lin
 1966.87     13.6604      Lin-Lin
 1966.95     14.384       Lin-Lin
 1967.03     15.1927      Lin-Lin
 1967.16     16.5736      Lin-Lin
 1967.42     19.5376      Lin-Lin
 1967.5      20.4105      Lin-Lin
 1967.6      21.3445      Lin-Lin
 1967.68     21.9463      Lin-Lin
 1967.73     22.2513      Lin-Lin
 1967.79     22.5124      Lin-Lin
 1967.87     22.6773      Lin-Lin
 1967.9      22.6901      Lin-Lin
 1967.97     22.5935      Lin-Lin
 1968.02     22.4416      Lin-Lin
 1968.08     22.1211      Lin-Lin
 1968.15     21.6131      Lin-Lin
 1968.21     20.9552      Lin-Lin
 1968.29     20.1305      Lin-Lin
 1968.36     19.1779      Lin-Lin
 1968.43     18.0459      Lin-Lin
 1968.52     16.6656      Lin-Lin
 1968.78     12.1198      Lin-Lin
 1968.86     10.8733      Lin-Lin
 1968.93     9.67673      Lin-Lin
 1968.99     8.79888      Lin-Lin
 1969.05     7.98209      Lin-Lin
 1969.1      7.46123      Lin-Lin
 1969.14     6.96052      Lin-Lin
 1969.18     6.49412      Lin-Lin
 1969.22     6.06245      Lin-Lin
 1969.26     5.68926      Lin-Lin
 1969.3      5.36816      Lin-Lin
 1969.34     5.07289      Lin-Lin
 1969.37     4.80273      Lin-Lin
 1969.41     4.56664      Lin-Lin
 1969.44     4.36091      Lin-Lin
 1969.48     4.1742       Lin-Lin
 1969.51     4.00565      Lin-Lin
 1969.55     3.83506      Lin-Lin
 1969.59     3.66883      Lin-Lin
 1969.63     3.54379      Lin-Lin
 1969.68     3.40845      Lin-Lin
 1969.72     3.31298      Lin-Lin
 1969.77     3.2182       Lin-Lin
 1969.82     3.13899      Lin-Lin
 1969.88     3.07296      Lin-Lin
 1969.94     3.02227      Lin-Lin
 1970.03     2.98172      Lin-Lin
 1970.18     2.93908      Lin-Lin
 1970.29     2.90945      Lin-Lin
 1970.41     2.86181      Lin-Lin
 1970.49     2.81342      Lin-Lin
 1970.57     2.75576      Lin-Lin
 1970.67     2.66417      Lin-Lin
 1970.87     2.45813      Lin-Lin
 1971        2.33123      Lin-Lin
 1971.09     2.25422      Lin-Lin
 1971.14     2.2196       Lin-Lin
 1971.22     2.18484      Lin-Lin
 1971.28     2.17012      Lin-Lin
 1971.31     2.16809      Lin-Lin
 1971.37     2.17489      Lin-Lin
 1971.43     2.19535      Lin-Lin
 1971.48     2.22976      Lin-Lin
 1971.54     2.2781       Lin-Lin
 1971.59     2.33908      Lin-Lin
 1971.65     2.41148      Lin-Lin
 1971.71     2.49503      Lin-Lin
 1971.79     2.63845      Lin-Lin
 1971.88     2.81715      Lin-Lin
 1972.18     3.44449      Lin-Lin
 1972.29     3.65822      Lin-Lin
 1972.4      3.8414       Lin-Lin
 1972.52     4.01041      Lin-Lin
 1972.65     4.15748      Lin-Lin
 1972.96     4.47319      Lin-Lin
 1973.15     4.69511      Lin-Lin
 1973.41     5.02104      Lin-Lin
 1973.53     5.15387      Lin-Lin
 1973.61     5.22577      Lin-Lin
 1973.72     5.27865      Lin-Lin
 1973.77     5.28816      Lin-Lin
 1973.87     5.27098      Lin-Lin
 1973.94     5.22447      Lin-Lin
 1974.03     5.14003      Lin-Lin
 1974.12     5.00841      Lin-Lin
 1974.21     4.86075      Lin-Lin
 1974.3      4.67137      Lin-Lin
 1974.46     4.32462      Lin-Lin
 1974.67     3.82565      Lin-Lin
 1974.8      3.54922      Lin-Lin
 1974.92     3.32739      Lin-Lin
 1975.01     3.16261      Lin-Lin
 1975.11     3.02883      Lin-Lin
 1975.18     2.93798      Lin-Lin
 1975.24     2.87813      Lin-Lin
 1975.3      2.83147      Lin-Lin
 1975.37     2.80191      Lin-Lin
 1975.42     2.79466      Lin-Lin
 1975.46     2.79932      Lin-Lin
 1975.51     2.81898      Lin-Lin
 1975.56     2.85563      Lin-Lin
 1975.6      2.91108      Lin-Lin
 1975.65     2.98725      Lin-Lin
 1975.7      3.08488      Lin-Lin
 1975.74     3.17505      Lin-Lin
 1975.78     3.29385      Lin-Lin
 1975.82     3.4323       Lin-Lin
 1975.86     3.59146      Lin-Lin
 1975.9      3.77232      Lin-Lin
 1975.94     3.97575      Lin-Lin
 1975.98     4.20253      Lin-Lin
 1976.02     4.4532       Lin-Lin
 1976.07     4.78015      Lin-Lin
 1976.11     5.09029      Lin-Lin
 1976.15     5.42596      Lin-Lin
 1976.21     5.91294      Lin-Lin
 1976.26     6.4435       Lin-Lin
 1976.32     7.08915      Lin-Lin
 1976.39     7.78212      Lin-Lin
 1976.46     8.66708      Lin-Lin
 1976.57     10.0638      Lin-Lin
 1976.76     12.4838      Lin-Lin
 1976.84     13.5092      Lin-Lin
 1976.93     14.4252      Lin-Lin
 1977        15.1523      Lin-Lin
 1977.06     15.6611      Lin-Lin
 1977.13     16.101       Lin-Lin
 1977.18     16.3999      Lin-Lin
 1977.24     16.6185      Lin-Lin
 1977.3      16.7589      Lin-Lin
 1977.34     16.7915      Lin-Lin
 1977.4      16.7567      Lin-Lin
 1977.45     16.6239      Lin-Lin
 1977.52     16.3685      Lin-Lin
 1977.58     16.0591      Lin-Lin
 1977.64     15.6392      Lin-Lin
 1977.71     15.0795      Lin-Lin
 1977.8      14.3507      Lin-Lin
 1978.03     12.1575      Lin-Lin
 1978.1      11.4718      Lin-Lin
 1978.17     10.9954      Lin-Lin
 1978.23     10.5261      Lin-Lin
 1978.29     10.2325      Lin-Lin
 1978.34     9.99433      Lin-Lin
 1978.39     9.81509      Lin-Lin
 1978.43     9.70934      Lin-Lin
 1978.48     9.64559      Lin-Lin
 1978.51     9.63723      Lin-Lin
 1978.55     9.65784      Lin-Lin
 1978.61     9.73842      Lin-Lin
 1978.66     9.87747      Lin-Lin
 1978.71     10.0713      Lin-Lin
 1978.77     10.3534      Lin-Lin
 1978.83     10.6924      Lin-Lin
 1978.91     11.2863      Lin-Lin
 1979.03     12.1704      Lin-Lin
 1979.18     13.3132      Lin-Lin
 1979.27     13.9874      Lin-Lin
 1979.34     14.4129      Lin-Lin
 1979.4      14.7115      Lin-Lin
 1979.48     14.9878      Lin-Lin
 1979.55     15.158       Lin-Lin
 1979.61     15.2001      Lin-Lin
 1979.68     15.1488      Lin-Lin
 1979.74     15.0303      Lin-Lin
 1979.81     14.7702      Lin-Lin
 1979.88     14.4058      Lin-Lin
 1979.96     13.8917      Lin-Lin
 1980.06     13.1842      Lin-Lin
 1980.16     12.2383      Lin-Lin
 1980.29     11.0078      Lin-Lin
 1980.47     9.24148      Lin-Lin
 1980.55     8.50182      Lin-Lin
 1980.63     7.81782      Lin-Lin
 1980.7      7.20424      Lin-Lin
 1980.76     6.81497      Lin-Lin
 1980.82     6.36709      Lin-Lin
 1980.88     6.02773      Lin-Lin
 1980.94     5.68332      Lin-Lin
 1981        5.36707      Lin-Lin
 1981.06     5.08683      Lin-Lin
 1981.11     4.88147      Lin-Lin
 1981.18     4.66173      Lin-Lin
 1981.24     4.50015      Lin-Lin
 1981.29     4.37644      Lin-Lin
 1981.36     4.23861      Lin-Lin
 1981.42     4.13139      Lin-Lin
 1981.49     4.05788      Lin-Lin
 1981.57     3.98542      Lin-Lin
 1981.65     3.94659      Lin-Lin
 1981.75     3.92119      Lin-Lin
 1981.83     3.91667      Lin-Lin
 1982        3.93447      Lin-Lin
 1982.45     4.0193       Lin-Lin
 1982.68     4.03865      Lin-Lin
 1982.7      4.03897      Lin-Lin
 1982.91     4.02541      Lin-Lin
 1983.15     3.97475      Lin-Lin
 1983.41     3.9193       Lin-Lin
 1983.55     3.90692      Lin-Lin
 1983.66     3.91319      Lin-Lin
