#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F),SIG
#NUCLEUS    U-235
#MF         3
#MT         18
#E,eV        Sig,b        Interpolation
 200.382     100.534      Lin-Lin
 200.4       98.3787      Lin-Lin
 200.42      95.521       Lin-Lin
 200.445     91.3131      Lin-Lin
 200.475     85.5107      Lin-Lin
 200.51      78.2368      Lin-Lin
 200.594     59.4243      Lin-Lin
 200.626     52.6633      Lin-Lin
 200.647     48.3864      Lin-Lin
 200.668     44.3317      Lin-Lin
 200.688     40.7512      Lin-Lin
 200.708     37.3965      Lin-Lin
 200.727     34.2724      Lin-Lin
 200.747     31.3796      Lin-Lin
 200.767     28.7141      Lin-Lin
 200.781     26.9635      Lin-Lin
 200.796     25.2296      Lin-Lin
 200.811     23.61        Lin-Lin
 200.825     22.0996      Lin-Lin
 200.84      20.6932      Lin-Lin
 200.855     19.385       Lin-Lin
 200.87      18.1695      Lin-Lin
 200.885     17.0409      Lin-Lin
 200.899     15.9937      Lin-Lin
 200.914     15.0224      Lin-Lin
 200.929     14.1218      Lin-Lin
 200.944     13.2868      Lin-Lin
 200.959     12.5128      Lin-Lin
 200.973     11.7953      Lin-Lin
 200.988     11.1301      Lin-Lin
 201.003     10.5134      Lin-Lin
 201.02      9.86325      Lin-Lin
 201.039     9.19584      Lin-Lin
 201.058     8.59018      Lin-Lin
 201.077     8.04076      Lin-Lin
 201.096     7.54268      Lin-Lin
 201.115     7.09178      Lin-Lin
 201.134     6.6844       Lin-Lin
 201.153     6.31756      Lin-Lin
 201.173     5.97157      Lin-Lin
 201.194     5.65068      Lin-Lin
 201.216     5.37238      Lin-Lin
 201.237     5.13559      Lin-Lin
 201.253     4.985        Lin-Lin
 201.268     4.8577       Lin-Lin
 201.284     4.75408      Lin-Lin
 201.3       4.67479      Lin-Lin
 201.316     4.62069      Lin-Lin
 201.332     4.59289      Lin-Lin
 201.341     4.58931      Lin-Lin
 201.354     4.60115      Lin-Lin
 201.368     4.63455      Lin-Lin
 201.381     4.6906       Lin-Lin
 201.395     4.77046      Lin-Lin
 201.408     4.87534      Lin-Lin
 201.422     5.00651      Lin-Lin
 201.435     5.16523      Lin-Lin
 201.449     5.35276      Lin-Lin
 201.462     5.57033      Lin-Lin
 201.476     5.81906      Lin-Lin
 201.488     6.0768       Lin-Lin
 201.5       6.36256      Lin-Lin
 201.513     6.67694      Lin-Lin
 201.525     7.02031      Lin-Lin
 201.538     7.3929       Lin-Lin
 201.556     8.00643      Lin-Lin
 201.575     8.68447      Lin-Lin
 201.591     9.33076      Lin-Lin
 201.608     10.0221      Lin-Lin
 201.63      11.0073      Lin-Lin
 201.651     12.0541      Lin-Lin
 201.685     13.759       Lin-Lin
 201.735     16.3363      Lin-Lin
 201.759     17.5191      Lin-Lin
 201.787     18.7887      Lin-Lin
 201.81      19.7165      Lin-Lin
 201.831     20.4554      Lin-Lin
 201.854     21.072       Lin-Lin
 201.873     21.465       Lin-Lin
 201.89      21.7068      Lin-Lin
 201.911     21.8392      Lin-Lin
 201.916     21.8465      Lin-Lin
 201.935     21.7764      Lin-Lin
 201.955     21.5507      Lin-Lin
 201.974     21.192       Lin-Lin
 201.993     20.7017      Lin-Lin
 202.015     19.9775      Lin-Lin
 202.037     19.1423      Lin-Lin
 202.06      18.1204      Lin-Lin
 202.088     16.7506      Lin-Lin
 202.124     14.8506      Lin-Lin
 202.176     12.0561      Lin-Lin
 202.203     10.6579      Lin-Lin
 202.223     9.6954       Lin-Lin
 202.243     8.78966      Lin-Lin
 202.263     7.94788      Lin-Lin
 202.28      7.27253      Lin-Lin
 202.294     6.74165      Lin-Lin
 202.309     6.25033      Lin-Lin
 202.324     5.79861      Lin-Lin
 202.338     5.3862       Lin-Lin
 202.353     5.01232      Lin-Lin
 202.367     4.67601      Lin-Lin
 202.382     4.37594      Lin-Lin
 202.395     4.14849      Lin-Lin
 202.41      3.90097      Lin-Lin
 202.425     3.68829      Lin-Lin
 202.437     3.55047      Lin-Lin
 202.449     3.41803      Lin-Lin
 202.462     3.30634      Lin-Lin
 202.475     3.21434      Lin-Lin
 202.488     3.14103      Lin-Lin
 202.5       3.08548      Lin-Lin
 202.513     3.04684      Lin-Lin
 202.526     3.02434      Lin-Lin
 202.539     3.01727      Lin-Lin
 202.552     3.02503      Lin-Lin
 202.564     3.0471       Lin-Lin
 202.577     3.08302      Lin-Lin
 202.59      3.13244      Lin-Lin
 202.603     3.19503      Lin-Lin
 202.622     3.31312      Lin-Lin
 202.635     3.40773      Lin-Lin
 202.653     3.5628       Lin-Lin
 202.671     3.74265      Lin-Lin
 202.689     3.94704      Lin-Lin
 202.707     4.17572      Lin-Lin
 202.725     4.42838      Lin-Lin
 202.743     4.70457      Lin-Lin
 202.761     5.00365      Lin-Lin
 202.787     5.47074      Lin-Lin
 202.81      5.93119      Lin-Lin
 202.834     6.42284      Lin-Lin
 202.869     7.20571      Lin-Lin
 202.91      8.1723       Lin-Lin
 203.042     11.4174      Lin-Lin
 203.134     13.6232      Lin-Lin
 203.18      14.814       Lin-Lin
 203.212     15.7227      Lin-Lin
 203.237     16.5443      Lin-Lin
 203.268     17.6369      Lin-Lin
 203.293     18.6282      Lin-Lin
 203.318     19.727       Lin-Lin
 203.343     20.9392      Lin-Lin
 203.368     22.2659      Lin-Lin
 203.393     23.7025      Lin-Lin
 203.432     26.1236      Lin-Lin
 203.484     29.6536      Lin-Lin
 203.546     33.811       Lin-Lin
 203.581     35.9942      Lin-Lin
 203.606     37.3446      Lin-Lin
 203.631     38.517       Lin-Lin
 203.654     39.4563      Lin-Lin
 203.677     40.138       Lin-Lin
 203.7       40.6028      Lin-Lin
 203.719     40.8196      Lin-Lin
 203.733     40.8701      Lin-Lin
 203.761     40.7042      Lin-Lin
 203.787     40.2417      Lin-Lin
 203.811     39.5344      Lin-Lin
 203.836     38.5873      Lin-Lin
 203.865     37.2028      Lin-Lin
 203.894     35.5665      Lin-Lin
 203.931     33.1529      Lin-Lin
 203.974     30.1152      Lin-Lin
 204.078     22.3266      Lin-Lin
 204.116     19.6233      Lin-Lin
 204.146     17.588       Lin-Lin
 204.171     15.9587      Lin-Lin
 204.199     14.2668      Lin-Lin
 204.219     13.1076      Lin-Lin
 204.241     11.8792      Lin-Lin
 204.26      10.9188      Lin-Lin
 204.279     10.0175      Lin-Lin
 204.298     9.17598      Lin-Lin
 204.317     8.39481      Lin-Lin
 204.335     7.67405      Lin-Lin
 204.354     7.01336      Lin-Lin
 204.373     6.41204      Lin-Lin
 204.386     6.04361      Lin-Lin
 204.398     5.70067      Lin-Lin
 204.411     5.38274      Lin-Lin
 204.423     5.08929      Lin-Lin
 204.437     4.79508      Lin-Lin
 204.452     4.50663      Lin-Lin
 204.467     4.24974      Lin-Lin
 204.482     4.02305      Lin-Lin
 204.497     3.82511      Lin-Lin
 204.512     3.65442      Lin-Lin
 204.527     3.50938      Lin-Lin
 204.542     3.38833      Lin-Lin
 204.555     3.30205      Lin-Lin
 204.571     3.21527      Lin-Lin
 204.587     3.15054      Lin-Lin
 204.603     3.10556      Lin-Lin
 204.619     3.07799      Lin-Lin
 204.639     3.06462      Lin-Lin
 204.642     3.06424      Lin-Lin
 204.662     3.07201      Lin-Lin
 204.689     3.10343      Lin-Lin
 204.77      3.24901      Lin-Lin
 204.797     3.28616      Lin-Lin
 204.83      3.30805      Lin-Lin
 204.84      3.3086       Lin-Lin
 204.87      3.2911       Lin-Lin
 204.899     3.24597      Lin-Lin
 204.923     3.18658      Lin-Lin
 204.948     3.10729      Lin-Lin
 204.981     2.98537      Lin-Lin
 205.043     2.72861      Lin-Lin
 205.073     2.61775      Lin-Lin
 205.097     2.55063      Lin-Lin
 205.117     2.51228      Lin-Lin
 205.13      2.49889      Lin-Lin
 205.139     2.49617      Lin-Lin
 205.155     2.50463      Lin-Lin
 205.17      2.5292       Lin-Lin
 205.184     2.57144      Lin-Lin
 205.199     2.63285      Lin-Lin
 205.211     2.69509      Lin-Lin
 205.222     2.7705       Lin-Lin
 205.234     2.85966      Lin-Lin
 205.245     2.96306      Lin-Lin
 205.256     3.08115      Lin-Lin
 205.268     3.2143       Lin-Lin
 205.279     3.36282      Lin-Lin
 205.291     3.52692      Lin-Lin
 205.306     3.7629       Lin-Lin
 205.321     4.02524      Lin-Lin
 205.335     4.3136       Lin-Lin
 205.35      4.62739      Lin-Lin
 205.365     4.9656       Lin-Lin
 205.379     5.30764      Lin-Lin
 205.397     5.77973      Lin-Lin
 205.416     6.28009      Lin-Lin
 205.443     7.07262      Lin-Lin
 205.513     9.168        Lin-Lin
 205.547     10.1408      Lin-Lin
 205.574     10.8418      Lin-Lin
 205.599     11.4072      Lin-Lin
 205.622     11.8223      Lin-Lin
 205.641     12.0958      Lin-Lin
 205.657     12.2708      Lin-Lin
 205.674     12.3903      Lin-Lin
 205.695     12.4502      Lin-Lin
 205.697     12.451       Lin-Lin
 205.714     12.4204      Lin-Lin
 205.731     12.3192      Lin-Lin
 205.752     12.1171      Lin-Lin
 205.77      11.8686      Lin-Lin
 205.789     11.5302      Lin-Lin
 205.812     11.0553      Lin-Lin
 205.833     10.5315      Lin-Lin
 205.855     9.94317      Lin-Lin
 205.888     9.00421      Lin-Lin
 205.954     7.04372      Lin-Lin
 205.982     6.22771      Lin-Lin
 206.002     5.71777      Lin-Lin
 206.017     5.32818      Lin-Lin
 206.035     4.90967      Lin-Lin
 206.053     4.5272       Lin-Lin
 206.067     4.25314      Lin-Lin
 206.083     3.98113      Lin-Lin
 206.098     3.73907      Lin-Lin
 206.11      3.57739      Lin-Lin
 206.122     3.43282      Lin-Lin
 206.133     3.30532      Lin-Lin
 206.145     3.19485      Lin-Lin
 206.157     3.10129      Lin-Lin
 206.168     3.02452      Lin-Lin
 206.18      2.96439      Lin-Lin
 206.192     2.92075      Lin-Lin
 206.205     2.89068      Lin-Lin
 206.218     2.88237      Lin-Lin
 206.232     2.89574      Lin-Lin
 206.245     2.93078      Lin-Lin
 206.259     2.98758      Lin-Lin
 206.272     3.06639      Lin-Lin
 206.286     3.16756      Lin-Lin
 206.299     3.29162      Lin-Lin
 206.313     3.43925      Lin-Lin
 206.326     3.61131      Lin-Lin
 206.339     3.79518      Lin-Lin
 206.35      3.97199      Lin-Lin
 206.36      4.16674      Lin-Lin
 206.371     4.38022      Lin-Lin
 206.386     4.69549      Lin-Lin
 206.4       5.04788      Lin-Lin
 206.415     5.43981      Lin-Lin
 206.429     5.87401      Lin-Lin
 206.444     6.35327      Lin-Lin
 206.457     6.84056      Lin-Lin
 206.469     7.32833      Lin-Lin
 206.482     7.85521      Lin-Lin
 206.494     8.42316      Lin-Lin
 206.506     9.03411      Lin-Lin
 206.519     9.68993      Lin-Lin
 206.531     10.3924      Lin-Lin
 206.543     11.1433      Lin-Lin
 206.561     12.2731      Lin-Lin
 206.577     13.4544      Lin-Lin
 206.594     14.7307      Lin-Lin
 206.61      16.1033      Lin-Lin
 206.627     17.5721      Lin-Lin
 206.647     19.5221      Lin-Lin
 206.666     21.4464      Lin-Lin
 206.685     23.4824      Lin-Lin
 206.713     26.7215      Lin-Lin
 206.747     30.7848      Lin-Lin
 206.819     39.6909      Lin-Lin
 206.854     43.9167      Lin-Lin
 206.877     46.435       Lin-Lin
 206.901     48.7155      Lin-Lin
 206.924     50.7037      Lin-Lin
 206.946     52.2841      Lin-Lin
 206.968     53.5174      Lin-Lin
 206.987     54.2834      Lin-Lin
 207.01      54.8143      Lin-Lin
 207.027     54.9218      Lin-Lin
 207.047     54.7382      Lin-Lin
 207.069     54.1555      Lin-Lin
 207.089     53.3108      Lin-Lin
 207.109     52.1786      Lin-Lin
 207.131     50.5708      Lin-Lin
 207.153     48.6618      Lin-Lin
 207.177     46.3874      Lin-Lin
 207.2       43.8908      Lin-Lin
 207.238     39.5618      Lin-Lin
 207.314     30.5537      Lin-Lin
 207.34      27.5987      Lin-Lin
 207.368     24.6513      Lin-Lin
 207.386     22.7552      Lin-Lin
 207.405     20.9664      Lin-Lin
 207.424     19.2909      Lin-Lin
 207.442     17.7735      Lin-Lin
 207.461     16.3672      Lin-Lin
 207.479     15.0709      Lin-Lin
 207.497     13.8821      Lin-Lin
 207.514     12.8589      Lin-Lin
 207.532     11.9234      Lin-Lin
 207.549     11.0711      Lin-Lin
 207.566     10.2969      Lin-Lin
 207.583     9.59566      Lin-Lin
 207.6       8.96192      Lin-Lin
 207.617     8.39044      Lin-Lin
 207.635     7.87593      Lin-Lin
 207.652     7.41327      Lin-Lin
 207.669     6.99767      Lin-Lin
 207.686     6.62116      Lin-Lin
 207.704     6.2775       Lin-Lin
 207.722     5.9699       Lin-Lin
 207.739     5.69444      Lin-Lin
 207.757     5.44753      Lin-Lin
 207.775     5.22592      Lin-Lin
 207.798     4.96479      Lin-Lin
 207.822     4.7374       Lin-Lin
 207.845     4.53851      Lin-Lin
 207.869     4.36362      Lin-Lin
 207.901     4.15883      Lin-Lin
 207.933     3.98284      Lin-Lin
 207.954     3.87824      Lin-Lin
 207.996     3.6922       Lin-Lin
 208.039     3.52808      Lin-Lin
 208.128     3.21599      Lin-Lin
 208.232     2.85627      Lin-Lin
 208.317     2.53897      Lin-Lin
 208.386     2.28228      Lin-Lin
 208.436     2.102        Lin-Lin
 208.471     1.99256      Lin-Lin
 208.505     1.89797      Lin-Lin
 208.527     1.84748      Lin-Lin
 208.549     1.80558      Lin-Lin
 208.571     1.77311      Lin-Lin
 208.593     1.75075      Lin-Lin
 208.616     1.73868      Lin-Lin
 208.627     1.73714      Lin-Lin
 208.646     1.74123      Lin-Lin
 208.669     1.75702      Lin-Lin
 208.692     1.78418      Lin-Lin
 208.715     1.82188      Lin-Lin
 208.737     1.8665       Lin-Lin
 208.77      1.94646      Lin-Lin
 208.803     2.03741      Lin-Lin
 208.875     2.24832      Lin-Lin
 208.916     2.36001      Lin-Lin
 208.965     2.47517      Lin-Lin
 209.04      2.63288      Lin-Lin
 209.072     2.71293      Lin-Lin
 209.099     2.79797      Lin-Lin
 209.121     2.88804      Lin-Lin
 209.14      2.98087      Lin-Lin
 209.159     3.09244      Lin-Lin
 209.179     3.23062      Lin-Lin
 209.197     3.38263      Lin-Lin
 209.212     3.52498      Lin-Lin
 209.227     3.68439      Lin-Lin
 209.242     3.86141      Lin-Lin
 209.262     4.12522      Lin-Lin
 209.278     4.35232      Lin-Lin
 209.295     4.61632      Lin-Lin
 209.317     4.99919      Lin-Lin
 209.339     5.41307      Lin-Lin
 209.374     6.11184      Lin-Lin
 209.438     7.42851      Lin-Lin
 209.464     7.92187      Lin-Lin
 209.49      8.37703      Lin-Lin
 209.511     8.70208      Lin-Lin
 209.534     8.98874      Lin-Lin
 209.551     9.15267      Lin-Lin
 209.568     9.27374      Lin-Lin
 209.588     9.35954      Lin-Lin
 209.603     9.37842      Lin-Lin
 209.622     9.35057      Lin-Lin
 209.64      9.26922      Lin-Lin
 209.657     9.14034      Lin-Lin
 209.68      8.9045       Lin-Lin
 209.698     8.65823      Lin-Lin
 209.721     8.28224      Lin-Lin
 209.744     7.87384      Lin-Lin
 209.771     7.32949      Lin-Lin
 209.819     6.28364      Lin-Lin
 209.858     5.42266      Lin-Lin
 209.882     4.93618      Lin-Lin
 209.899     4.6024       Lin-Lin
 209.917     4.2926       Lin-Lin
 209.934     4.01026      Lin-Lin
 209.947     3.81838      Lin-Lin
 209.958     3.67491      Lin-Lin
 209.971     3.51423      Lin-Lin
 209.985     3.36806      Lin-Lin
 209.999     3.24545      Lin-Lin
 210.013     3.14717      Lin-Lin
 210.024     3.08981      Lin-Lin
 210.034     3.04676      Lin-Lin
 210.045     3.01821      Lin-Lin
 210.057     3.00352      Lin-Lin
 210.06      3.00305      Lin-Lin
 210.072     3.01453      Lin-Lin
 210.083     3.0398       Lin-Lin
 210.093     3.07874      Lin-Lin
 210.103     3.13179      Lin-Lin
 210.113     3.19907      Lin-Lin
 210.122     3.2807       Lin-Lin
 210.136     3.41209      Lin-Lin
 210.149     3.5695       Lin-Lin
 210.162     3.7532       Lin-Lin
 210.176     3.96343      Lin-Lin
 210.188     4.18259      Lin-Lin
 210.199     4.40551      Lin-Lin
 210.211     4.64825      Lin-Lin
 210.222     4.91089      Lin-Lin
 210.239     5.34214      Lin-Lin
 210.257     5.81788      Lin-Lin
 210.274     6.33749      Lin-Lin
 210.291     6.92167      Lin-Lin
 210.309     7.55031      Lin-Lin
 210.327     8.22114      Lin-Lin
 210.352     9.22009      Lin-Lin
 210.38      10.4251      Lin-Lin
 210.413     11.9594      Lin-Lin
 210.485     15.3628      Lin-Lin
 210.52      16.9029      Lin-Lin
 210.542     17.8609      Lin-Lin
 210.566     18.7895      Lin-Lin
 210.591     19.6143      Lin-Lin
 210.616     20.3521      Lin-Lin
 210.641     20.9408      Lin-Lin
 210.661     21.2838      Lin-Lin
 210.686     21.5893      Lin-Lin
 210.702     21.6943      Lin-Lin
 210.724     21.7356      Lin-Lin
 210.747     21.6596      Lin-Lin
 210.769     21.476       Lin-Lin
 210.791     21.1976      Lin-Lin
 210.818     20.7517      Lin-Lin
 210.862     19.8618      Lin-Lin
 210.919     18.6477      Lin-Lin
 210.948     18.1006      Lin-Lin
 210.97      17.7603      Lin-Lin
 210.99      17.514       Lin-Lin
 211.015     17.3221      Lin-Lin
 211.039     17.2582      Lin-Lin
 211.057     17.3005      Lin-Lin
 211.078     17.4417      Lin-Lin
 211.098     17.6815      Lin-Lin
 211.119     18.0163      Lin-Lin
 211.138     18.4231      Lin-Lin
 211.166     19.1116      Lin-Lin
 211.202     20.1749      Lin-Lin
 211.284     22.7686      Lin-Lin
 211.314     23.5932      Lin-Lin
 211.343     24.2134      Lin-Lin
 211.367     24.5681      Lin-Lin
 211.392     24.7728      Lin-Lin
 211.408     24.8028      Lin-Lin
 211.427     24.7304      Lin-Lin
 211.444     24.5713      Lin-Lin
 211.463     24.2768      Lin-Lin
 211.483     23.8599      Lin-Lin
 211.507     23.1977      Lin-Lin
 211.536     22.2266      Lin-Lin
 211.551     21.6494      Lin-Lin
 211.589     20.0657      Lin-Lin
 211.664     16.7754      Lin-Lin
 211.693     15.5835      Lin-Lin
 211.722     14.5007      Lin-Lin
 211.746     13.6933      Lin-Lin
 211.764     13.1572      Lin-Lin
 211.787     12.586       Lin-Lin
 211.811     12.0684      Lin-Lin
 211.835     11.6567      Lin-Lin
 211.854     11.4124      Lin-Lin
 211.872     11.2182      Lin-Lin
 211.899     11.0083      Lin-Lin
 211.927     10.8772      Lin-Lin
 211.963     10.7864      Lin-Lin
 212.062     10.668       Lin-Lin
 212.098     10.5732      Lin-Lin
 212.136     10.4218      Lin-Lin
 212.185     10.1544      Lin-Lin
 212.283     9.54418      Lin-Lin
 212.318     9.37184      Lin-Lin
 212.347     9.2707       Lin-Lin
 212.384     9.19656      Lin-Lin
 212.408     9.18533      Lin-Lin
 212.452     9.2281       Lin-Lin
 212.514     9.38476      Lin-Lin
 212.588     9.58313      Lin-Lin
 212.627     9.64679      Lin-Lin
 212.666     9.66429      Lin-Lin
 212.725     9.61531      Lin-Lin
 212.801     9.52582      Lin-Lin
 212.81      9.52372      Lin-Lin
 212.837     9.54176      Lin-Lin
 212.86      9.59775      Lin-Lin
 212.885     9.71096      Lin-Lin
 212.902     9.83235      Lin-Lin
 212.92      10.0047      Lin-Lin
 212.938     10.2172      Lin-Lin
 212.954     10.4686      Lin-Lin
 212.969     10.7468      Lin-Lin
 212.983     11.0437      Lin-Lin
 212.996     11.3831      Lin-Lin
 213.01      11.7676      Lin-Lin
 213.023     12.2036      Lin-Lin
 213.037     12.695       Lin-Lin
 213.05      13.2457      Lin-Lin
 213.063     13.8595      Lin-Lin
 213.077     14.5404      Lin-Lin
 213.09      15.2923      Lin-Lin
 213.105     16.1953      Lin-Lin
 213.121     17.2758      Lin-Lin
 213.137     18.4704      Lin-Lin
 213.152     19.7835      Lin-Lin
 213.168     21.2193      Lin-Lin
 213.184     22.7806      Lin-Lin
 213.2       24.4693      Lin-Lin
 213.215     26.2858      Lin-Lin
 213.232     28.3729      Lin-Lin
 213.25      30.7556      Lin-Lin
 213.269     33.293       Lin-Lin
 213.296     37.3646      Lin-Lin
 213.323     41.7091      Lin-Lin
 213.359     47.8043      Lin-Lin
 213.429     59.8922      Lin-Lin
 213.462     65.1219      Lin-Lin
 213.489     69.0994      Lin-Lin
 213.516     72.606       Lin-Lin
 213.543     75.58        Lin-Lin
 213.562     77.2328      Lin-Lin
 213.585     78.7569      Lin-Lin
 213.605     79.6514      Lin-Lin
 213.63      80.1639      Lin-Lin
 213.637     80.1933      Lin-Lin
 213.658     79.969       Lin-Lin
 213.678     79.2855      Lin-Lin
 213.702     77.9898      Lin-Lin
 213.727     76.0611      Lin-Lin
 213.752     73.6188      Lin-Lin
 213.774     71.1357      Lin-Lin
 213.808     66.676       Lin-Lin
 213.847     61.0622      Lin-Lin
 213.936     47.3976      Lin-Lin
 213.971     42.332       Lin-Lin
 213.997     38.7477      Lin-Lin
 214.023     35.3877      Lin-Lin
 214.049     32.276       Lin-Lin
 214.075     29.4262      Lin-Lin
 214.093     27.6744      Lin-Lin
 214.11      26.0405      Lin-Lin
 214.127     24.523       Lin-Lin
 214.149     22.7847      Lin-Lin
 214.171     21.2158      Lin-Lin
 214.192     19.8069      Lin-Lin
 214.214     18.5476      Lin-Lin
 214.235     17.4903      Lin-Lin
 214.255     16.5459      Lin-Lin
 214.275     15.7048      Lin-Lin
 214.296     14.9577      Lin-Lin
 214.316     14.2955      Lin-Lin
 214.337     13.7098      Lin-Lin
 214.357     13.1923      Lin-Lin
 214.385     12.5797      Lin-Lin
 214.408     12.1537      Lin-Lin
 214.438     11.6714      Lin-Lin
 214.469     11.2717      Lin-Lin
 214.499     10.9401      Lin-Lin
 214.529     10.6647      Lin-Lin
 214.575     10.336       Lin-Lin
 214.621     10.0867      Lin-Lin
 214.67      9.88441      Lin-Lin
 214.72      9.73724      Lin-Lin
 214.794     9.59555      Lin-Lin
 214.869     9.52816      Lin-Lin
 214.919     9.51906      Lin-Lin
 215.003     9.56317      Lin-Lin
 215.093     9.68213      Lin-Lin
 215.223     9.90526      Lin-Lin
 215.273     9.9555       Lin-Lin
 215.293     9.96214      Lin-Lin
 215.338     9.93621      Lin-Lin
 215.376     9.8602       Lin-Lin
 215.411     9.73593      Lin-Lin
 215.442     9.58022      Lin-Lin
 215.473     9.37942      Lin-Lin
 215.51      9.08646      Lin-Lin
 215.549     8.70924      Lin-Lin
 215.589     8.27961      Lin-Lin
 215.69      7.06178      Lin-Lin
 215.733     6.56742      Lin-Lin
 215.765     6.23443      Lin-Lin
 215.79      6.008        Lin-Lin
 215.815     5.80356      Lin-Lin
 215.841     5.63276      Lin-Lin
 215.866     5.49807      Lin-Lin
 215.892     5.40104      Lin-Lin
 215.917     5.34231      Lin-Lin
 215.937     5.32283      Lin-Lin
 215.944     5.32171      Lin-Lin
 215.971     5.34342      Lin-Lin
 215.998     5.40563      Lin-Lin
 216.025     5.50595      Lin-Lin
 216.054     5.64857      Lin-Lin
 216.081     5.8182       Lin-Lin
 216.109     6.02459      Lin-Lin
 216.146     6.3383       Lin-Lin
 216.184     6.70774      Lin-Lin
 216.225     7.13824      Lin-Lin
 216.267     7.62606      Lin-Lin
 216.324     8.32635      Lin-Lin
 216.385     9.14476      Lin-Lin
 216.438     9.92003      Lin-Lin
 216.47      10.4407      Lin-Lin
 216.503     11.0073      Lin-Lin
 216.532     11.5682      Lin-Lin
 216.568     12.3223      Lin-Lin
 216.587     12.7831      Lin-Lin
 216.617     13.5745      Lin-Lin
 216.642     14.3131      Lin-Lin
 216.663     14.9856      Lin-Lin
 216.686     15.772       Lin-Lin
 216.708     16.6275      Lin-Lin
 216.73      17.553       Lin-Lin
 216.764     19.069       Lin-Lin
 216.798     20.724       Lin-Lin
 216.842     23.0945      Lin-Lin
 216.919     27.2338      Lin-Lin
 216.951     28.8503      Lin-Lin
 216.979     30.1548      Lin-Lin
 217.006     31.2138      Lin-Lin
 217.033     32.0693      Lin-Lin
 217.06      32.6835      Lin-Lin
 217.079     32.9669      Lin-Lin
 217.098     33.1073      Lin-Lin
 217.108     33.1223      Lin-Lin
 217.127     33.0406      Lin-Lin
 217.146     32.8131      Lin-Lin
 217.172     32.2712      Lin-Lin
 217.194     31.6113      Lin-Lin
 217.221     30.584       Lin-Lin
 217.245     29.5071      Lin-Lin
 217.275     27.9236      Lin-Lin
 217.314     25.6765      Lin-Lin
 217.393     20.8057      Lin-Lin
 217.423     19.0832      Lin-Lin
 217.448     17.6911      Lin-Lin
 217.469     16.6221      Lin-Lin
 217.491     15.6395      Lin-Lin
 217.507     14.9395      Lin-Lin
 217.526     14.2101      Lin-Lin
 217.548     13.4617      Lin-Lin
 217.566     12.9031      Lin-Lin
 217.584     12.4136      Lin-Lin
 217.603     11.9784      Lin-Lin
 217.622     11.6087      Lin-Lin
 217.641     11.2993      Lin-Lin
 217.66      11.0448      Lin-Lin
 217.686     10.7804      Lin-Lin
 217.712     10.5859      Lin-Lin
 217.737     10.4516      Lin-Lin
 217.772     10.3419      Lin-Lin
 217.823     10.2642      Lin-Lin
 217.9       10.1835      Lin-Lin
 217.946     10.0882      Lin-Lin
 218.001     9.8989       Lin-Lin
 218.047     9.66829      Lin-Lin
 218.105     9.31711      Lin-Lin
 218.202     8.69033      Lin-Lin
 218.252     8.41935      Lin-Lin
 218.289     8.26778      Lin-Lin
 218.326     8.16741      Lin-Lin
 218.363     8.12232      Lin-Lin
 218.376     8.11971      Lin-Lin
 218.407     8.13956      Lin-Lin
 218.444     8.21015      Lin-Lin
 218.481     8.32577      Lin-Lin
 218.537     8.56658      Lin-Lin
 218.611     8.96844      Lin-Lin
 218.758     9.86511      Lin-Lin
 218.868     10.4941      Lin-Lin
 218.94      10.8563      Lin-Lin
 219.002     11.1247      Lin-Lin
 219.08      11.391       Lin-Lin
 219.158     11.5666      Lin-Lin
 219.247     11.6651      Lin-Lin
 219.406     11.7425      Lin-Lin
 219.471     11.8404      Lin-Lin
 219.518     11.9789      Lin-Lin
 219.566     12.2083      Lin-Lin
 219.598     12.4288      Lin-Lin
 219.629     12.7189      Lin-Lin
 219.66      13.0761      Lin-Lin
 219.689     13.52        Lin-Lin
 219.719     14.074       Lin-Lin
 219.739     14.5144      Lin-Lin
 219.764     15.1684      Lin-Lin
 219.79      15.9395      Lin-Lin
 219.807     16.5528      Lin-Lin
 219.825     17.2337      Lin-Lin
 219.842     17.9862      Lin-Lin
 219.86      18.8142      Lin-Lin
 219.878     19.7208      Lin-Lin
 219.895     20.7088      Lin-Lin
 219.922     22.3475      Lin-Lin
 219.945     23.9154      Lin-Lin
 219.959     24.9482      Lin-Lin
 219.986     27.1708      Lin-Lin
 220.014     29.5935      Lin-Lin
 220.042     32.1993      Lin-Lin
 220.079     35.7943      Lin-Lin
 220.128     41.0569      Lin-Lin
 220.252     54.6804      Lin-Lin
 220.309     60.5832      Lin-Lin
 220.346     64.293       Lin-Lin
 220.395     68.7529      Lin-Lin
 220.441     72.5946      Lin-Lin
 220.479     75.3914      Lin-Lin
 220.524     78.2145      Lin-Lin
 220.565     80.218       Lin-Lin
 220.606     81.5646      Lin-Lin
 220.642     82.1226      Lin-Lin
 220.654     82.1692      Lin-Lin
 220.684     81.9478      Lin-Lin
 220.714     81.286       Lin-Lin
 220.749     79.8787      Lin-Lin
 220.779     78.2504      Lin-Lin
 220.811     76.0444      Lin-Lin
 220.847     73.0882      Lin-Lin
 220.887     69.3656      Lin-Lin
 220.979     60.361       Lin-Lin
 221.017     56.8174      Lin-Lin
 221.06      53.2271      Lin-Lin
 221.088     51.1172      Lin-Lin
 221.117     49.2669      Lin-Lin
 221.145     47.6799      Lin-Lin
